Time,ID,Category,Group,Event,Msg. Type,Priority,Ether Type,Src. MAC,Src. Int.,Src. Zone,Dst. MAC,Dst. Int.,Dst. Zone,Src. IP,Src. Port,Src. Name,Src.NAT IP,Src.NAT Port,In SPI,Dst. IP,Dst. Port,Dst. Name,Dst.NAT IP,Dst.NAT Port,Out SPI,IP Protocol,ICMP Type,ICMP Code,RX Bytes,TX Bytes,Access Rule,NAT Policy,User Name,Session Time,Session Type,IDP Rule,IDP Priority,HTTP OP,URL,VPN Policy,HTTP Result,Block Cat,Application,FW Action,Notes,Message
5/10/2017 7:23,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,AC:16:2D:8C:EC:8C,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.195,3389,,,,,121.254.217.179,57268,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:25,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,AC:16:2D:8C:EC:8C,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.195,3389,,,,,185.129.148.182,8002,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:25,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:11:32:27:83:F8,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.198,23,,,,,134.249.8.89,15989,,,,,tcp,,,46,,,,,,,,,,,,,,General Telnet,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:26,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,176.8.57.173,4603,,,,,106.245.254.194,23,,,,,tcp,,,46,,,,,,,,,,,,,,General Telnet,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:26,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X0,LAN,222.231.28.233,60955,,,,,192.168.0.2,3389,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:26,888,Network,TCP,TCP Connection Does Not Exist,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,23.53.225.247,443,,,,,106.245.254.194,38958,,,,,tcp,,,1500,,,,,,,,,,,,,,,drop,,TCP packet received on non-existent/closed connection; TCP packet dropped
5/10/2017 7:27,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:11:32:27:83:F8,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.198,23,,,,,123.207.4.86,58153,,,,,tcp,,,46,,,,,,,,,,,,,,General Telnet,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:27,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,AC:16:2D:8C:EC:8C,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.195,3389,,,,,185.129.148.182,44293,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:28,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X0,LAN,223.197.195.239,49798,,,,,192.168.0.2,3389,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:28,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,190.215.35.178,53871,,,,,106.245.254.194,1433,,,,,tcp,,,46,,,,,,,,,,,,,,Service MS SQL,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:29,888,Network,TCP,TCP Connection Does Not Exist,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,216.58.199.10,443,,,,,106.245.254.194,21154,,,,,tcp,,,46,,,,,,,,,,,,,,,drop,,TCP packet received on non-existent/closed connection; TCP packet dropped
5/10/2017 7:29,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,AC:16:2D:8C:EC:8C,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.195,3389,,,,,185.129.148.182,25649,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:31,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,AC:16:2D:8C:EC:8C,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.195,3389,,,,,185.129.148.182,34372,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:31,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,119.28.70.100,52876,,,,,106.245.254.194,23,,,,,tcp,,,46,,,,,,,,,,,,,,General Telnet,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:31,888,Network,TCP,TCP Connection Does Not Exist,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,119.28.70.100,52876,,,,,106.245.254.194,23,,,,,tcp,,,46,,,,,,,,,,,,,,,drop,,TCP packet received on non-existent/closed connection; TCP packet dropped
5/10/2017 7:32,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X0,LAN,94.56.10.122,24963,,,,,192.168.0.2,3389,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:32,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:11:32:27:83:F8,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.198,23,,,,,49.65.200.242,12679,,,,,tcp,,,46,,,,,,,,,,,,,,General Telnet,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:33,888,Network,TCP,TCP Connection Does Not Exist,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,110.45.243.111,993,,,,,106.245.254.194,53076,,,,,tcp,,,84,,,,,,,,,,,,,,,drop,,TCP packet received on non-existent/closed connection; TCP packet dropped
5/10/2017 7:33,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,AC:16:2D:8C:EC:8C,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.195,3389,,,,,185.129.148.182,54343,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:33,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:11:32:27:83:F8,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.198,23,,,,,201.179.201.169,11297,,,,,tcp,,,46,,,,,,,,,,,,,,General Telnet,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:34,888,Network,TCP,TCP Connection Does Not Exist,Standard Note String,Debug,2048,C8:F7:33:45:BF:9B,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,192.168.0.71,13139,,,,,203.238.180.12,80,,,,,tcp,,,52,,,,,,,,,,,,,,,drop,,TCP packet received on non-existent/closed connection; TCP packet dropped
5/10/2017 7:34,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,C8:F7:33:45:BF:9B,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.194,20974,,,,,162.125.34.129,443,,,,,tcp,,,46,,,,,,,,,,,,,,General HTTPS,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:36,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X0,LAN,117.18.237.29,80,,,,,192.168.0.71,13341,,,,,tcp,,,46,,,,,,,,,,,,,,General HTTP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:36,888,Network,TCP,TCP Connection Does Not Exist,Standard Note String,Debug,2048,C8:F7:33:45:BF:9B,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,192.168.0.71,13341,,,,,117.18.237.29,80,,,,,tcp,,,46,,,,,,,,,,,,,,,drop,,TCP packet received on non-existent/closed connection; TCP packet dropped
5/10/2017 7:36,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:11:32:27:83:F8,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.198,23,,,,,134.249.8.89,15989,,,,,tcp,,,46,,,,,,,,,,,,,,General Telnet,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:37,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X0,LAN,101.79.136.21,80,,,,,192.168.0.137,1890,,,,,tcp,,,46,,,,,,,,,,,,,,General HTTP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:37,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,123.207.166.64,55489,,,,,106.245.254.194,1433,,,,,tcp,,,46,,,,,,,,,,,,,,Service MS SQL,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:37,888,Network,TCP,TCP Connection Does Not Exist,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,123.207.166.64,55489,,,,,106.245.254.194,1433,,,,,tcp,,,46,,,,,,,,,,,,,,,drop,,TCP packet received on non-existent/closed connection; TCP packet dropped
5/10/2017 7:38,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X0,LAN,116.254.101.213,59738,,,,,192.168.0.2,3389,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:38,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:11:32:27:83:F8,X0,LAN,18:B1:69:1A:2F:B0,X1,WAN,106.245.254.198,23,,,,,190.107.140.107,42386,,,,,tcp,,,46,,,,,,,,,,,,,,General Telnet,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:38,888,Network,TCP,TCP Connection Does Not Exist,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,181.65.235.219,56478,,,,,106.245.254.194,23,,,,,tcp,,,46,,,,,,,,,,,,,,,drop,,TCP packet received on non-existent/closed connection; TCP packet dropped
5/10/2017 7:39,713,Network,TCP,TCP Connection Abort,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X0,LAN,125.24.188.175,12833,,,,,192.168.0.2,3389,,,,,tcp,,,46,,,,,,,,,,,,,,Service Terminal Services TCP,drop,,TCP connection abort received; TCP connection dropped
5/10/2017 7:39,712,Network,TCP,TCP Connection Reject,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,123.207.35.195,50668,,,,,106.245.254.194,23,,,,,tcp,,,46,,,,,,,,,,,,,,General Telnet,drop,,TCP connection reject received; TCP connection dropped
5/10/2017 7:39,888,Network,TCP,TCP Connection Does Not Exist,Standard Note String,Debug,2048,00:07:70:95:2F:98,X1,WAN,18:B1:69:1A:2F:B1,X1,WAN,123.207.35.195,50668,,,,,106.245.254.194,23,,,,,tcp,,,46,,,,,,,,,,,,,,,drop,,TCP packet received on non-existent/closed connection; TCP packet dropped
