Time,ID,Category,Group,Event,Msg. Type,Priority,Ether Type,Src. MAC,Src. Int.,Src. Zone,Dst. MAC,Dst. Int.,Dst. Zone,Src. IP,Src. Port,Src. Name,Src.NAT IP,Src.NAT Port,In SPI,Dst. IP,Dst. Port,Dst. Name,Dst.NAT IP,Dst.NAT Port,Out SPI,IP Protocol,ICMP Type,ICMP Code,RX Bytes,TX Bytes,Access Rule,NAT Policy,User Name,Session Time,Session Type,IDP Rule,IDP Priority,HTTP OP,URL,VPN Policy,HTTP Result,Block Cat,Application,FW Action,Notes,Message
5/10/2017 7:34,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x20B8DEFE) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x793A084F) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x80482C77) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x54E3022B) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xE7296522) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x5BF1D345) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x3E4D4275) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x25D0CD8D) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x3BB35622) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x7C273629) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x4906CD4A) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xCB8A02AC) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:35,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x4A81C4FC) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:36,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x6A78AF0A) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:36,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x9388BE9C) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:36,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x3E368B49) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:36,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xED4C0212) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:36,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xEFCF6E5C) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:36,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xE4F19311) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:36,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xD85208C1) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:36,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x1764C71A) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x942334EF) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x5266DA63) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xF9F150C9) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x518A60B9) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xE82C010F) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x2C81E1B5) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xB301E9C7) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x40CDBD1C) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xF49F24EE) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xD7ECBD91) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xABA01794) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:37,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xB383206D) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:38,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x42771DB) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:38,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x703CB8D3) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:38,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x5C2584E) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:38,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x85AD6C6A) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:38,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x529BBF7A) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:38,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xE4736257) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:38,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xFAC968A) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:38,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x32344CC6) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x6624ABE5) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xC4AED856) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xBE18B795) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xB4D92F70) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xAAABF178) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xB73D16B6) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xBAF09157) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x13DDBE7) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x29A903DF) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xF5A3B7C4) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xD40919DE) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:39,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x51A9D6A0) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:40,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xE86B459C) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:40,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xA665DC7D) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:40,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xB67C2619) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:40,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x82B501E4) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:40,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x135402B0) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:40,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x3AB2AECB) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:40,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x2A0C5A49) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:40,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x7DE06ED2) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:41,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x78757C4E) *(HASH, NOTIFY: R_U_THERE)"
5/10/2017 7:41,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,106.245.254.194,500,,,,,1.220.187.172,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"SENDING>>>> ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0x43595FB5) *(HASH, NOTIFY: R_U_THERE_ACK)"
5/10/2017 7:41,171,VPN,VPN IKE,IPsec Dead Peer Detection,Standard Message String,Debug,,,,,,,,1.220.187.172,500,,,,,106.245.254.194,500,,,,,udp,,,,,,,,,,,,,,Factory,,,,NA,,"RECEIVED<<< ISAKMP OAK INFO (InitCookie:0xd4233a0845ef4a12 RespCookie:0x9436daa9d4f2ac77, MsgID: 0xC667718A) *(HASH, NOTIFY: R_U_THERE)"
